textID,text,selected_text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km²),Density (P/Km²),clean_text,sentiment_label,text_length,word_count
c34feef039,Yay playing a show tonight! Boo it`s gonna soggy and I`m at work right before playing,Yay playing a show tonight! Boo it`s gonna soggy and I`m at work right before playing,neutral,noon,21-30,Grenada,112523,340.0,331,yay playing show tonight boo soggy work right before playing,1,85,10
fa2654e730,Chilliin,Chilliin,positive,night,31-45,Guatemala,17915568,107160.0,167,chilliin,2,8,1
187494c25b," If you know such agent, do let me know","If you know such agent, do let me know",neutral,morning,46-60,Guinea,13132795,246000.0,53,know agent let know,1,39,4
4213627c3c,I still smell of smoke  #kitchenfire,I still smell of smoke  #kitchenfire,neutral,noon,60-70,Guinea-Bissau,1968001,28120.0,70,still smell smoke kitchenfire,1,36,4
a4e00d4d26, a celtics-lakers rematch sounds better don`t you think? lol,better,positive,night,70-100,Guyana,786552,196850.0,4,celtics lakers rematch sounds better think lol,2,60,7
04e2e334de,"Anyone have an extra Keane ticket? I promise to buy you a drink and take rad pics for your FB / Blog / Flickr., etc","Anyone have an extra Keane ticket? I promise to buy you a drink and take rad pics for your FB / Blog / Flickr., etc",neutral,morning,0-20,Haiti,11402528,27560.0,414,anyone extra keane ticket promise buy drink take rad pics fb blog flickr etc,1,115,14
0c4aa867d0,"'you can ride one, you can catch one, but its not summer til you pop open one'  ?","'you can ride one, you can catch one, but its not summer til you pop open one'  ?",neutral,noon,21-30,Holy See,10824,1.0,2003,'you ride one catch one summer til pop open one',1,81,10
a6c61eac26, she is good! so gor-juz yea i kno i asked her yesterday when we were at tha hospital if she talked to u and she said no,she is good! so gor-juz yea i kno i asked her yesterday when we were at tha hospital if she talked to u and she said no,neutral,night,31-45,Honduras,9904607,111890.0,89,good gor juz yea kno asked yesterday tha hospital talked said,1,120,11
94bd67443c,OK - I`m out of here for now. Just popped in to say Hi and check on things. I`ll probably head to the guttah later on tonight,OK - I`m out of here for now. Just popped in to say Hi and check on things. I`ll probably head to the guttah later on tonight,neutral,morning,46-60,Hungary,9660351,90530.0,107,ok popped say hi check things ll probably head guttah later tonight,1,125,12
35f393a245,"WOW, i AM REALLY MiSSiN THE FAM(iLY) TODAY. BADDD.",BADDD.,negative,noon,60-70,Iceland,341243,100250.0,3,wow really missin fam ily today baddd,0,50,7
b2c9f115b1, My sources say no,My sources say no,neutral,night,70-100,India,1380004385,2973190.0,464,sources say,1,18,2
0a61cbf4b5,I am sooo tired,I am sooo tired,negative,morning,0-20,Indonesia,273523615,1811570.0,151,sooo tired,0,15,2
ee9ec7a5a4," Hey, you change your twitter account, and you didn`t even tell me...","Hey, you change your twitter account, and you didn`t even tell me...",neutral,noon,21-30,Iran,83992949,1630000.0,52,hey change twitter account didn even tell,1,69,7
bbbc46889b, THANK YYYYYYYYYOOOOOOOOOOUUUUU!,THANK YYYYYYYYYOOOOOOOOOOUUUUU!,positive,night,31-45,Iraq,40222493,434320.0,93,thank yyyyyyyyyoooooooooouuuuu,2,32,2
58d382e07a, lucky kid...i so wanna see loserville  pity im in oz....,lucky,positive,morning,46-60,Ireland,4937786,68890.0,72,lucky kid see loserville pity oz,2,57,6
cb4d439ebc,fell asleep waiting for my ride!,fell asleep waiting for my ride!,neutral,noon,60-70,Israel,8655535,21640.0,400,fell asleep waiting ride,1,32,4
64ed512788,Sick. With a flu like thing.,Sick.,negative,night,70-100,Italy,60461826,294140.0,206,sick flu like thing,0,28,4
4cd390c007,"Still no reply from  about my SimFinger problem  So no iRape parody video until I get a response, sorry guys",", sorry guys",negative,morning,0-20,Jamaica,2961167,10830.0,273,still reply about simfinger problem irape parody video until response sorry guys,0,108,12
3d2fcd78c8,Happy Star Wars day everyone! and Enjoy the holiday (UK),Happy Star Wars day everyone! and Enjoy the holiday (UK),positive,noon,21-30,Japan,126476461,364555.0,347,happy star wars day everyone enjoy holiday uk,2,56,8
0c0563423e, Miles from you   I`m in Essex so give me plenty of warning so I can arrive in time to get at least one of those free beers.,Miles from you   I`m in Essex so give me plenty of warning so I can arrive in time to get at least one of those free beers,neutral,night,31-45,Jordan,10203134,88780.0,115,miles essex give plenty warning arrive time least one free beers,1,124,11
cd0d522bb1,"His snoring is so annoying n it keeps me from sleeping (like right now, lol) but I honestly wud miss it if it eva left  I love him.","His snoring is so annoying n it keeps me from sleeping (like right now, lol) but I honestly wud miss it if it eva left  I love him.",neutral,morning,46-60,Kazakhstan,18776707,2699700.0,7,snoring annoying keeps sleeping like right lol honestly wud miss eva left love,1,131,13
bffa3ddd61,i miss you bby      wish you were going tomorrow to make me do good.,i miss you bby,negative,noon,60-70,Kenya,53771296,569140.0,94,miss bby wish tomorrow make good,0,68,6
9339ee8e0b, Well what im working on isn`t QUITE ready to post about publicly (still beta testing) but its a cool new script I coded,cool,positive,night,70-100,Kiribati,119449,810.0,147,well working isn quite ready post about publicly still beta testing cool new script coded,2,120,15
a76f9cf8ce, SWEEEEET - San Fran is awesome!!!!  Love it there,Love it there,positive,morning,0-20,Kuwait,4270571,17820.0,240,sweeeeet san fran awesome love,2,50,5
4ce121e2ad,_Mounce yes and it lasts way past my bedtime!,_Mounce yes and it lasts way past my bedtime!,neutral,noon,21-30,Kyrgyzstan,6524195,191800.0,34,mounce yes lasts way past bedtime,1,45,6
a3de81e1ba, Hi  how are you doing ???  *just joined twitter...*,Hi  how are you doing ???  *just joined twitter...,neutral,night,31-45,Laos,7275560,230800.0,32,hi doing joined twitter,1,52,4
55bacda5eb,waiting for sleeping pills to kick in... gonna be so tired at work tomorrow,tired,negative,morning,46-60,Latvia,1886198,62200.0,30,waiting sleeping pills kick tired work tomorrow,0,75,7
b63ed6da62,eating ice cream and then getting ready for graduation.,eating ice cream and then getting ready for graduation.,neutral,noon,60-70,Lebanon,6825445,10230.0,667,eating ice cream ready graduation,1,55,5
4c41a35a2a,Happy Mothers day to all you Mums out there,Happy Mothers day to all you Mums out there,positive,night,70-100,Lesotho,2142249,30360.0,71,happy mothers day mums,2,43,4
61a8e11e8a," CASEY`S GONE?!?! BUT WHY?! So, she piddled a little on the carpet. She`s prolly freaked cause it`s new. Can we get her back?",freaked,negative,morning,0-20,Liberia,5057681,96320.0,53,casey gone piddled little carpet prolly freaked cause new back,0,125,10
447dc22c81, hemp cloth is marvelous but unfortunately no,unfortunately,negative,noon,21-30,Libya,6871292,1759540.0,4,hemp cloth marvelous unfortunately,0,45,4
3408db03a3,Gonna read a story bout adam lambert online then bed. Nighty night,Gonna read a story bout adam lambert online then bed. Nighty night,neutral,night,31-45,Liechtenstein,38128,160.0,238,read story bout adam lambert online bed nighty night,1,66,9
92e1b6846e, We saw that in none 3D - the baddie`s the best,best,positive,morning,46-60,Lithuania,2722289,62700.0,43,saw none baddie best,2,47,4
2207d982bc,4am. And Im on the beach. Pretty,Pretty,positive,noon,60-70,Luxembourg,625978,2590.0,242,beach pretty,2,32,2
15e01e1749," Certainly not Cheers than, huh?","Certainly not Cheers than, huh?",neutral,night,70-100,Madagascar,27691018,581795.0,48,certainly cheers huh,1,32,3
ebcdf07ac5,"1 week post my'horrible, traumatic jumping cholla accident.'-cholla`s next dirty trick:pieces are starting to emerge from my hand! Ouch!","horrible,",negative,morning,0-20,Malawi,19129952,94280.0,203,week post my'horrible traumatic jumping cholla accident cholla next dirty trick pieces starting emerge hand ouch,0,136,16
fd9fb4f1ad,i realy wanted to go out cause its so nice but everybodys busy,busy,negative,noon,21-30,Malaysia,32365999,328550.0,99,realy wanted go cause nice everybodys busy,0,62,7
6b018d3d2d, Awesome.  I`m down in Ocean Beach (if you know where that is.) By the way. 'YourBiggestFan' I`m a re-al big fan of you-rs.,Awesome.,positive,night,31-45,Maldives,540544,300.0,1802,awesome ocean beach know way 'yourbiggestfan' re al big fan rs,2,123,11
327a009a7d,at least I get to watch over time  Let`s go Pens!!,at least I get to watch over time  Let`s go Pens!!,neutral,morning,46-60,Mali,20250833,1220190.0,17,least watch time let go pens,1,50,6
d0d3c6f298, cool i wear black most of the time when i go out,cool i wear black most of the time when i go out,neutral,noon,60-70,Malta,441543,320.0,1380,cool wear black time go,1,49,5
40649553ef, haha I do not know how to work blip apart from the obvious! thanks for reblipping my song  have a nice day ****,thanks,positive,night,70-100,Marshall Islands,59190,180.0,329,haha know work blip apart obvious thanks reblipping song nice day,2,112,11
561b44a42f, have a safe trip joshy poo.......you`ll knock them dead at your speech,safe,positive,morning,0-20,Mauritania,4649658,1030700.0,5,safe trip joshy poo ll knock dead speech,2,71,8
a05aea73d7," woof, I wish I was allowed to go",I wish I was allowed to go,positive,noon,21-30,Mauritius,1271768,2030.0,626,woof wish allowed go,2,33,4
9c4817f73b,if u have a friendster add me!!!!!!!!!        my email adress      add me  loco_crime_1st.com        add me leave some comment,if u have a friendster add me!!!!!!!!!        my email adress      add me  loco_crime_1st.com        add me,neutral,night,31-45,Mexico,128932753,1943950.0,66,friendster add email adress add loco crime st com add leave comment,1,126,12
f0c1601d8b,  has tickets.......?,has tickets.......?,neutral,morning,46-60,Micronesia,115023,700.0,164,tickets,1,21,1
d421fbd332,"Thank you, Afrin Nasal Spray! Also, I got a giant teacup tonight!","Thank you,",positive,noon,60-70,Moldova,4033963,32850.0,123,thank afrin nasal spray also giant teacup tonight,2,65,8
99b7ec4b0b, ACSM. it`s unfathomable.  i think the other one .. and the .. is one that should be kept to the comfort of our bedrooms. yes?,ACSM. it`s unfathomable.  i think the other one .. and the .. is one that should be kept to the comfort of our bedrooms. yes?,neutral,night,70-100,Monaco,39242,1.0,8358,acsm unfathomable think one one kept comfort bedrooms yes,1,126,9
a655fbb5eb,"Aww, I love my daddy! He works 7 days a week almost all day and still tries to go to SF with all of us",I love my,positive,morning,0-20,Mongolia,3278290,1553560.0,3,aww love daddy works days week almost day still tries go sf us,2,102,13
43e9a93104,So many tests todayyy  I don`t feel confident about anyy.,I don`t feel confident,negative,noon,21-30,Montenegro,628066,13450.0,47,many tests todayyy feel confident about anyy,0,57,7
401869d615,graduation is done  im a little sad.. anyone want to hang out???,sad.,negative,night,31-45,Morocco,36910560,446300.0,83,graduation done little sad anyone want hang,0,64,7
9843c4688e, hahaa your awesomee !,hahaa your awesomee !,positive,morning,46-60,Mozambique,31255435,786380.0,40,hahaa awesomee,2,22,2
87fbf14655,holy smokes! star trek was freaking awesomeeeee,awesomeeeee,positive,noon,60-70,Myanmar (formerly Burma),54409800,653290.0,83,holy smokes star trek freaking awesomeeeee,2,47,6
22d1806fa0,"I hate Fallout 3 it keeps making me jump, I`m also low on health, money, ammo and food  don`t worry I`ll get through it.","I hate Fallout 3 it keeps making me jump, I`m also low on health, money, ammo and food  don`t worry I`ll get through it.",neutral,night,70-100,Namibia,2540905,823000.0,3,hate fallout keeps making jump also low health money ammo food worry ll through,1,120,14
9d2cffd953," I had it! On my itunes, but then I lost all my songs.","I had it! On my itunes, but then I lost all my songs.",neutral,morning,0-20,Nauru,10824,20.0,541,itunes lost songs,1,54,3
f78761f7ec,What`s with the gloomy weather? The sun must be too tired to come out and play  heading to victoria gardens for some impulse buys haha,What`s with the gloomy weather? The sun must be too tired to come out and play  heading to victoria gardens for some impulse buys haha,neutral,noon,21-30,Nepal,29136808,143350.0,203,gloomy weather sun must tired come play heading victoria gardens impulse buys haha,1,134,13
66057d58c2,"Not looking forward to next week: Maths, Geography, English and French exams, totalling 7 hours",Not looking forward,negative,night,31-45,Netherlands,17134872,33720.0,508,looking forward next week maths geography english french exams totalling hours,0,95,11
af90ad5989," Poor you  Get outside and sleep in the garden, the sun will do you good. But don`t forget suncream!!!",Poor you,negative,morning,46-60,New Zealand,4822233,263310.0,18,poor outside sleep garden sun good forget suncream,0,102,8
f0460d611d,not well,not well,negative,noon,60-70,Nicaragua,6624554,120340.0,55,well,0,8,1
6649f3558c, Not a prob hun,Not a prob,positive,night,70-100,Niger,24206644,1266700.0,19,prob hun,2,15,2
24532ab83c,"at dads, watching some mtv and am going on sims2 in a minutee","at dads, watching some mtv and am going on sims2 in a minutee",neutral,morning,0-20,Nigeria,206139589,910770.0,226,dads watching mtv sims minutee,1,61,5
8e1583cb08, Absolutely,Absolutely,neutral,noon,21-30,North Korea,25778816,120410.0,214,absolutely,1,11,1
4ea61dbc7a, what`s the matter chickadee?,what`s the matter chickadee?,neutral,night,31-45,North Macedonia,2083374,25220.0,83,matter chickadee,1,29,2
94f67cfa6d, hey mia!  totally adore your music.  when will your cd be out?,y adore,positive,morning,46-60,Norway,5421241,365000.0,15,hey mia totally adore music cd,2,63,6
29dfaf5e3b,"Shopping. Cleaning. BMFing. Webcam chatting with nephews. Nothing spesh, but a good bank holiday Monday nonetheless",good,positive,noon,60-70,Oman,5106626,309500.0,16,shopping cleaning bmfing webcam chatting nephews nothing spesh good bank holiday monday nonetheless,2,115,13
974b35f889, =O you need to ask him something? Lmao I love him too,I love him too,positive,night,70-100,Pakistan,220892340,770880.0,287,need ask something lmao love,2,54,5
b495300bbf, those splinters look very painful...but you were being very heroic saving mr. Pickle,painful.,negative,morning,0-20,Palau,18094,460.0,39,splinters look painful heroic saving mr pickle,0,85,7
504539e6ec, why are you sad?,sad?,negative,noon,21-30,Palestine State,5101414,6020.0,847,sad,0,17,1
6903cb08f2, Nice to see you tweeting!  It`s Sunday 10th May and we`re celebrating Mother`s Day here today. So be nice to yer Mom,e nice,positive,night,31-45,Panama,4314767,74340.0,58,nice see tweeting sunday th may re celebrating mother day today nice yer mom,2,117,14
1996048e7a,decided 2 trans frm relaxed 2 natural hair but i wish my whole head looked like my roots.  Age of the instant gratification....,i wish,positive,morning,46-60,Papua New Guinea,8947024,452860.0,20,decided trans frm relaxed natural hair wish whole head looked like roots age instant gratification,2,127,15
c6d0c7676c, Namaskar & Namaste r both the same. Marathi people say Namaskar! its a marathi word.... should i ? ...naaaah !,Namaskar & Namaste r both the same. Marathi people say Namaskar! its a marathi word.... should i ? ...naaaah !,neutral,noon,60-70,Paraguay,7132538,397300.0,18,namaskar namaste marathi people say namaskar marathi word naaaah,1,111,9
ef74bab7f3," Congrats!  I cuss like that in a matter of minutes, But didn`t know until now there is a reward for it.","Congrats!  I cuss like that in a matter of minutes, But didn`t know until now there is a reward for it.",neutral,night,70-100,Peru,32971854,1280000.0,26,congrats cuss like matter minutes didn know until reward,1,104,9
f3cf8ec01b,Humous and Dorito`s.... Oh yes,Humous and Dorito`s.... Oh yes,neutral,morning,0-20,Philippines,109581078,298170.0,368,humous dorito oh yes,1,30,4
cb1b0d191d,"missed all the awesome weather, because she was in a movie!","missed all the awesome weather,",negative,noon,21-30,Poland,37846611,306000.0,124,missed awesome weather because movie,0,59,5
